year,id_,childs,educ,degree,partyid,polviews,gunlaw,owngun,ballot
2024,2968,1,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2969,2,6 years of college,Graduate,Strong democrat,Extremely liberal,FAVOR,NO,Ballot c
2024,2970,3,6 years of college,Bachelor's,"Independent, close to republican","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2971,3,6 years of college,Bachelor's,Strong republican,Conservative,OPPOSE,YES,Ballot a
2024,2972,2,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2973,4,4 years of college,Bachelor's,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2974,3,8 or more years of college,Graduate,"Independent, close to republican",Conservative,FAVOR,NO,Ballot c
2024,2975,2,4 years of college,Bachelor's,Strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2976,5,4 years of college,Bachelor's,.n:  No answer,Conservative,FAVOR,.s:  Skipped on Web,Ballot c
2024,2977,2,4 years of college,Bachelor's,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2978,0,2 years of college,High school,"Independent, close to democrat","Moderate, middle of the road",FAVOR,YES,Ballot a
2024,2979,2,4 years of college,Bachelor's,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2980,0,4 years of college,Bachelor's,"Independent, close to democrat","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2981,1,4 years of college,Bachelor's,Not very strong democrat,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2982,0,4 years of college,Bachelor's,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,FAVOR,YES,Ballot a
2024,2983,3,6 years of college,Graduate,Strong republican,Conservative,OPPOSE,YES,Ballot a
2024,2984,5,4 years of college,Associate/junior college,Strong republican,Extremely conservative,OPPOSE,YES,Ballot c
2024,2985,3,3 years of college,Associate/junior college,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,2986,1,6 years of college,Graduate,Strong republican,Extremely conservative,FAVOR,YES,Ballot c
2024,2987,5,12th grade,High school,Strong republican,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2988,0,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,2989,2,1 year of college,High school,"Independent, close to republican","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2990,3,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2991,2,5 years of college,High school,Not very strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,2992,2,1 year of college,High school,"Independent, close to republican",Conservative,OPPOSE,YES,Ballot c
2024,2993,3,12th grade,High school,"Independent (neither, no response)",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2994,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2995,4,12th grade,High school,"Independent, close to republican",Slightly conservative,OPPOSE,YES,Ballot c
2024,2996,3,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2997,2,2 years of college,High school,Strong republican,Slightly conservative,OPPOSE,YES,Ballot a
2024,2998,0,1 year of college,Less than high school,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2999,2,1 year of college,High school,Strong democrat,Liberal,FAVOR,YES,Ballot c
2024,3000,1,4 years of college,High school,Other party,Slightly liberal,FAVOR,NO,Ballot a
2024,3001,1,11th grade,Less than high school,Strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,3002,2,12th grade,High school,Strong republican,Conservative,OPPOSE,REFUSED,Ballot c
2024,3003,3,2 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3004,3,5 years of college,Graduate,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3005,1,12th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,3006,3,6 years of college,Graduate,Strong republican,Conservative,FAVOR,.s:  Skipped on Web,Ballot c
2024,3007,2,1 year of college,High school,Strong democrat,Liberal,FAVOR,YES,Ballot c
2024,3008,0,4 years of college,Bachelor's,Not very strong democrat,Slightly conservative,FAVOR,NO,Ballot a
2024,3009,0,4 years of college,Bachelor's,"Independent, close to republican",Slightly conservative,OPPOSE,YES,Ballot a
2024,3010,1,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot a
2024,3011,0,2 years of college,Associate/junior college,Not very strong democrat,"Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3012,4,3 years of college,Associate/junior college,"Independent, close to republican","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3013,0,12th grade,High school,"Independent, close to republican",Slightly conservative,OPPOSE,YES,Ballot a
2024,3014,4,1 year of college,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,3015,0,6 years of college,Bachelor's,"Independent, close to republican","Moderate, middle of the road",FAVOR,YES,Ballot a
2024,3016,2,1 year of college,High school,Strong republican,Conservative,OPPOSE,YES,Ballot a
2024,3017,5,2 years of college,Associate/junior college,"Independent (neither, no response)",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3018,3,2 years of college,Associate/junior college,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3019,1,10th grade,Less than high school,"Independent (neither, no response)",Conservative,OPPOSE,YES,Ballot a
2024,3020,1,12th grade,High school,"Independent (neither, no response)",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3021,2,1 year of college,High school,Not very strong republican,"Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,3022,2,12th grade,High school,Strong republican,Extremely conservative,OPPOSE,YES,Ballot c
2024,3023,3,5 years of college,Graduate,"Independent, close to democrat",Slightly liberal,OPPOSE,NO,Ballot a
2024,3024,2,1 year of college,High school,Not very strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,3025,3,11th grade,Less than high school,"Independent, close to republican",Extremely liberal,FAVOR,NO,Ballot a
2024,3026,1,2 years of college,High school,Not very strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3027,2,12th grade,High school,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,3028,0,12th grade,High school,"Independent, close to republican",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3029,1,9th grade,High school,"Independent, close to republican","Moderate, middle of the road",.d:  Do not Know/Cannot Choose,YES,Ballot c
2024,3030,6,8th grade,Less than high school,"Independent (neither, no response)",Slightly conservative,FAVOR,NO,Ballot a
2024,3031,4,12th grade,High school,"Independent, close to republican","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,3032,0,12th grade,High school,Not very strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3033,4,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,3034,1,12th grade,High school,"Independent, close to republican",Conservative,OPPOSE,REFUSED,Ballot c
2024,3035,2,12th grade,High school,"Independent, close to republican","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,3036,2,1 year of college,High school,"Independent (neither, no response)",Extremely liberal,FAVOR,YES,Ballot c
2024,3037,0,11th grade,Less than high school,Strong republican,Conservative,OPPOSE,YES,Ballot a
2024,3038,1,12th grade,High school,"Independent, close to democrat","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3039,3,4 years of college,Bachelor's,"Independent, close to democrat",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3040,3,3 years of college,Associate/junior college,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,3041,2,6th grade,Less than high school,Not very strong republican,Conservative,OPPOSE,NO,Ballot a
2024,3042,2,12th grade,High school,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3043,0,2 years of college,High school,Not very strong democrat,Liberal,FAVOR,YES,Ballot c
2024,3044,5,12th grade,High school,"Independent, close to democrat","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3045,3,6th grade,Less than high school,"Independent, close to democrat",Liberal,FAVOR,NO,Ballot a
2024,3046,0,2 years of college,High school,Not very strong democrat,Liberal,FAVOR,YES,Ballot a
2024,3047,0,12th grade,High school,Not very strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3048,2,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,FAVOR,NO,Ballot c
2024,3049,2,2 years of college,Associate/junior college,Strong republican,Conservative,OPPOSE,NO,Ballot c
2024,3050,1,2 years of college,Associate/junior college,Not very strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3051,1,6 years of college,Graduate,"Independent, close to republican",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3052,3,1 year of college,High school,Strong republican,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3053,3,2 years of college,High school,Strong republican,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3054,2,3 years of college,Associate/junior college,Not very strong republican,Conservative,FAVOR,YES,Ballot c
2024,3055,1,2 years of college,High school,Strong republican,.s:  Skipped on Web,.s:  Skipped on Web,.s:  Skipped on Web,Ballot a
2024,3056,0,12th grade,High school,Not very strong republican,Conservative,OPPOSE,YES,Ballot a
2024,3057,1,12th grade,High school,Strong republican,Conservative,FAVOR,YES,Ballot a
2024,3058,2,6 years of college,Bachelor's,"Independent, close to republican",Slightly conservative,FAVOR,YES,Ballot a
2024,3059,0,11th grade,Less than high school,Strong republican,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3060,0,12th grade,High school,Strong republican,Extremely liberal,FAVOR,NO,Ballot c
2024,3061,1,12th grade,High school,Strong republican,Extremely conservative,OPPOSE,YES,Ballot a
2024,3062,4,4 years of college,Bachelor's,"Independent, close to republican",Slightly conservative,FAVOR,YES,Ballot c
2024,3063,2,4 years of college,Associate/junior college,Strong republican,Conservative,OPPOSE,NO,Ballot a
2024,3064,2,7 years of college,Graduate,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3065,0,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3066,2,4 years of college,Associate/junior college,Strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3067,4,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,3068,2,12th grade,High school,"Independent, close to republican","Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,3069,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3070,2,4 years of college,Associate/junior college,"Independent, close to republican",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3071,2,3 years of college,Associate/junior college,Not very strong republican,Slightly conservative,OPPOSE,YES,Ballot c
2024,3072,2,5 years of college,Bachelor's,Not very strong republican,Slightly conservative,FAVOR,YES,Ballot a
2024,3073,1,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,3074,2,12th grade,High school,"Independent, close to republican","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,3075,2,12th grade,High school,Strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3076,3,1 year of college,High school,Other party,Conservative,OPPOSE,YES,Ballot a
2024,3077,0,3 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,3078,2,12th grade,High school,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3079,0,7 years of college,Associate/junior college,Strong republican,Slightly conservative,OPPOSE,YES,Ballot a
2024,3080,4,4 years of college,Associate/junior college,Not very strong republican,Conservative,FAVOR,NO,Ballot a
2024,3081,2,4 years of college,Graduate,Strong democrat,Liberal,OPPOSE,NO,Ballot c
2024,3082,.n:  No answer,12th grade,High school,Strong republican,Conservative,FAVOR,YES,Ballot a
2024,3083,3,7 years of college,Graduate,Strong republican,Conservative,OPPOSE,YES,Ballot c
2024,3084,6,1 year of college,High school,Not very strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,3085,2,12th grade,High school,Strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3086,2,12th grade,High school,Strong democrat,Conservative,OPPOSE,YES,Ballot a
2024,3087,3,12th grade,High school,Not very strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3088,2,2 years of college,High school,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3089,2,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3090,1,2 years of college,High school,Strong republican,Slightly conservative,FAVOR,NO,Ballot c
2024,3091,0,7 years of college,Graduate,Strong republican,Extremely conservative,FAVOR,NO,Ballot a
2024,3092,0,2 years of college,High school,Not very strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3093,2,10th grade,High school,Not very strong republican,Conservative,FAVOR,YES,Ballot c
2024,3094,3,1 year of college,Associate/junior college,"Independent, close to republican","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,3095,3,3 years of college,Associate/junior college,Not very strong republican,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,3096,4,9th grade,High school,Strong republican,Extremely conservative,OPPOSE,YES,Ballot a
2024,3097,0,4 years of college,Graduate,Strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot a
